Model,Gender,Image,Type,Width,Price,Category,Sizes,Colors
Levitate StealthFit 5,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw02efa613/original/120359/120359-056-l-levitate-stealthfit-5-womens-sleek-and-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Levitate StealthFit 6,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwa7a08b22/original/110397/110397-429-l-levitate-stealthfit-6-mens-sleek-and-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['429 - Dawn Blue/Purple/Cayenne', '046 - Black/Grey/Oyster', '053 - Black/White/Subtle Green', '090 - Black/Spicy Orange', '121 - White/Black', '141 - White/Silver Lining/Green', '602 - Red/White/Blue']"
Levitate StealthFit 6,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw8d386e9d/original/120385/120385-116-l-levitate-stealthfit-6-womens-energy-return-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"170,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['116 - White/Black/Alloy', '170 - White/Bran', '011 - Black/Pink', '053 - Black/White/Subtle Green', '141 - White/Silver Lining/Green', '452 - Peacoat/Open Air/Lilac Rose', '602 - Red/White/Blue', '662 - Peach Whip/Pink']"
QW-K v4,Unisex,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw8dabae00/original/100033/100033-081-l-qw-k-v4-unisex-running-flats.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas con clavos unisex,1 Ancho,"100,00 €","['Zapatillas de Running', 'Zapatillas con clavos unisex']","['EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5']",['081 - Black/Grey/Nightlife']
Revel 5,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw7cd258c0/original/120361/120361-036-l-revel-5-mens-energy-return-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,Desconocido,"['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",[]
Revel 6,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw0029f161/original/110398/110398-012-l-revel-6-mens-springy-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"100,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['012 - Black/Blackened Pearl/White', '109 - White/Green/Red', '121 - White/Black', '185 - White/Silver Lining/Black', '437 - Light Blue/Nightlife', '438 - Blue/Bachelor Button/White', '440 - Dawn Blue/Cayenne/Nine Iron']"
Revel 6,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw784ac1fe/original/120386/120386-474-l-revel-6-womens-fast-running-and-training-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"100,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['474 - Marina/Lilac Rose/Pink Lady', '012 - Black/Blackened Pearl/White', '058 - Black/Alloy/White', '109 - White/Green/Red', '116 - White/Black/Alloy', '185 - White/Silver Lining/Black', '438 - Blue/Bachelor Button/White', '459 - Oyster Mushroom/Alloy/Blue', '662 - Peach Whip/Pink']"
Ricochet 3,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwc226ef1c/original/110361/110361-494-l-ricochet-3-mens-energy-return-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"140,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['430 - Navy/Grey/Scarlet', '199 - White/Grey/Blue', '009 - Ebony/Blackened Pearl/Black', '039 - Black/Blackened Pearl/White', '494 - India Ink/Blue/Green Gecko']"
Trace 2,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw3cc1f76e/original/110388/110388-007-l-trace-2-mens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas running asfalto hombre,1 Ancho,"110,00 €","['Zapatillas de Running', 'Zapatillas running asfalto hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']","['007 - Black/Hawaiian Ocean/Orange', '035 - Black/Classic Blue/ Orange', '420 - Peacoat/Grey/Red', '025 - Black/Primer Grey/Nightlife', '482 - Blue/Nightlife/White', '477 - Palace Blue/Blue Depths/Orange', '489 - Blue Depths/Black/White', '163 - Grey/Black/Limelight', '130 - White/Gray/Alaskan Blue', '892 - Red Orange/Black/Sulphur']"
Trace 2,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwe372a1e0/original/120375/120375-816-l-trace-2-womens-neutral-cushion-running-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Running Asfalto para Mujer,1 Ancho,"110,00 €","['Zapatillas de Running', 'Zapatillas Running Asfalto para Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']","['816 - Pale Peach/Tangerine/White', '082 - Ebony/Open Air/Lilac Rose', '460 - Peacoat/Blue/Pink', '036 - Black/Festival Fuchsia/Pink Flambe', '185 - White/Grey/Porcelain', '533 - Purple Impression/Black/Pink', '630 - Sangria/Red/Pink', '163 - Grey/Black/Limelight', '130 - White/Gray/Alaskan Blue', '579 - Magenta/Black/Ebony', '002 - Grey/Blackened Pearl/Peach']"
Wire 8,Unkown,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw05959f32/original/100044/100044-467-l-wire-8-unisex-running-shoes.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas atletismo con clavos,1 Ancho,"150,00 €","['Zapatillas de Running', 'Zapatillas atletismo con clavos']","['EU 36,0', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 47,5']",['467 - Blue Glow/Nightlife/Red']
Zeal Walker,Men,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dwc0671d1d/original/110389/110389-001-l-zeal-walker-mens-walking-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Andar Hombre,1 Ancho,"140,00 €","['Zapatillas de Running', 'Zapatillas Andar Hombre']","['EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5', 'EU 45,0', 'EU 45,5', 'EU 46,0', 'EU 46,5', 'EU 47,5', 'EU 48,5', 'EU 49,5']",['001 - Black']
Zeal Walker,Woman,https://www.brooksrunning.com/dw/image/v2/BGPF_PRD/on/demandware.static/-/Sites-brooks-master-catalog/default/dw78e2a8be/original/120376/120376-001-l-zeal-walker-womens-walking-shoe.jpg?sw=207&sh=207&sm=fit&sfrm=png&bgcolor=F1F3F6,Zapatillas Caminar Mujer,1 Ancho,"140,00 €","['Zapatillas de Running', 'Zapatillas Caminar Mujer']","['EU 35,5', 'EU 36,0', 'EU 36,5', 'EU 37,5', 'EU 38,0', 'EU 38,5', 'EU 39,0', 'EU 40,0', 'EU 40,5', 'EU 41,0', 'EU 42,0', 'EU 42,5', 'EU 43,0', 'EU 44,0', 'EU 44,5']",['001 - Black']
